;doc_title;alignment;entry_type_num;reg_sent;sim_sent;ter;reg_label_count;sim_label_count;reg_labels;sim_labels;pov_change;verb_tense_change;passive_active_sub;reg_prox_used;sim_prox_used;simple_synonym;word2phrase;phrase2word;phrase2phrase;source_used;target_used;deleting_info;removal;summarization;percent_deleted_unused;token_length_ratio;is_adding;examples;explanations;percent_added_unused;pron_explicitation;number_moved_words_ooo;num_svo_ooo;sentence_split;nbchars_ratio;reg_nbchars;sim_nbchars;levsim;wordrank_ratio;reg_wordrank;sim_wordrank;deptree_depth_ratio;deptree_type;reg_depth;sim_depth
10;400_452985;(('400_452985-1-2-0',), ('400_452985-0-15-0', '400_452985-0-2-0', '400_452985-0-2-1'));2;"UNESCO considers Conwy to be one of ""the finest examples of late 13th century and early 14th century military architecture in Europe"", and it is classed as a World Heritage site.";"The castle is considered one of the best ""examples of late 13th century and early 14th century military architecture in Europe,"" by UNESCO. Conwy Castle was called one of the best Middle Ages military places in Europe by UNESCO. It is a World Heritage Site.";0.8571428571428571;{'M': 18, 'R': 2, 'D': 8, 'C': 7};{'A': 24, 'C': 27};['M', 'R', 'M', 'D', 'D', 'M', 'M', 'D', 'M', 'D', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'R', 'D', 'D', 'C', 'C', 'D', 'D', 'C', 'C', 'C', 'C', 'C'];['A', 'A', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;1;-1;[1];[3];10;0;0;0;[1, 9, 14, 17, 18, 19, 20, 24, 28, 33];[];0;0;0;0.2;0.6862745098039216;1;0;0;0.4117647058823529;2.0;[UNESCO, Conwy, of, century];0.0;1;0.6948356807511737;148;213;116.0;0.9444659404793214;-11.340218543999999;-10.7104501724;1.6875;3;[9];[8, 5, 3]
11;400_452985;(('400_452985-1-15-0', '400_452985-1-2-1'), ('400_452985-0-16-0', '400_452985-0-16-1', '400_452985-0-16-2', '400_452985-0-16-3', '400_452985-0-16-4', '400_452985-0-2-2', '400_452985-0-2-3'));4;"The castle has a rectangular plan and is divided into an Inner and Outer Ward, separated by a cross-wall, with four large, 70 ft tall towers on each side; originally the castle would have been white-washed using a lime render. The rectangular castle is built from local and imported stone and occupies a coastal ridge, originally overlooking an important crossing point over the River Conwy.";The castle is rectangular. It has two different sections, the Inner Ward and the Outer Ward. It has four towers. They are 70 ft and there is one on each side of the castle. The castle would have been painted white with lime render during its early days. The castle is rectangular. It is made from local stone and stone brought from other places.;0.7894736842105263;{'C': 4, 'D': 44, 'M': 27, 'R': 1};{'C': 32, 'A': 40};['C', 'C', 'D', 'D', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'D', 'M', 'M', 'D', 'M', 'M', 'M', 'M', 'D', 'D', 'M', 'M', 'M', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'M', 'M', 'M', 'M', 'M', 'C', 'M', 'D', 'M', 'M', 'D', 'D', 'M', 'M', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'C', 'A', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];-1;1;-1;[40];[30];25;1;0;0;[1, 5, 8, 11, 15, 16, 19, 20, 21, 22, 26, 32, 33, 37, 42, 44, 47, 51, 53, 55, 57, 60, 63, 64, 69, 70];[];1;0;0;0.5526315789473685;1.0555555555555556;1;0;0;0.4861111111111111;4.0;[towers, The, castle, ., The, rectangular, castle, is, .];0.0;1;1.1595744680851063;327;282;229.0;0.8866024750253564;-11.877118587475;-10.530282735824999;2.041666666666667;3;[8, 6];[2, 4, 2, 7, 3, 2, 4]
12;400_452985;(('400_452985-1-2-2',), ());5;Divided into an Inner and an Outer Ward, it is defended by eight large towers and two barbicans, with a postern gate leading down to the river, allowing the castle to be resupplied from the sea.;"
";1.0;{'D': 40};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[9, 10, 32, 34];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;159;0;;0.0;-11.465922355675;0.0;0.0;0;[7];[]
13;400_452985;(('400_452985-1-2-3',), ());5;"It retains the earliest surviving stone machicolations in Britain and what historian Jeremy Ashbee has described as the ""best preserved suite of medieval private royal chambers in England and Wales"".";"
";1.0;{'D': 33};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;170;0;;0.0;-12.5055770874;0.0;0.0;0;[6];[]
14;400_452985;(('400_452985-1-2-4',), ('400_452985-0-2-10',));1;In keeping with other Edwardian castles in North Wales, the architecture of Conwy has close links to that found in the Kingdom of Savoy during the same period, an influence probably derived from the Savoy origins of the main architect, James of Saint George.;The castle was based on the buildings made by James of Saint George.;0.875;{'D': 42, 'R': 1, 'C': 5};{'A': 8, 'C': 6};['D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'C', 'C', 'C'];['A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C'];0;0;-1;[];[];7;0;0;0;[11, 16, 28, 31, 33, 37, 41];[];1;0;0;0.8958333333333334;3.4285714285714284;1;0;0;0.5;0.0;[];0.0;0;3.8392857142857144;215;56;198.0;0.9746286124204107;-11.113973856;-10.83199691775;1.25;1;[10];[8]
15;400_452985;(('400_452985-1-3-0',), ('400_452985-0-3-0',));1;Before the English built the town of Conwy, Aberconwy Abbey, the site was occupied by a Cistercian monastery favoured by the Welsh princes.;Conwy was a Cistercian monastery before it was a town.;0.7692307692307693;{'D': 20, 'M': 5, 'C': 1};{'C': 6, 'A': 5};['D', 'D', 'D', 'D', 'D', 'M', 'D', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'C', 'C'];-1;0;1;[13, 14];[];3;0;0;0;[3, 13, 15];[];1;0;0;0.6538461538461539;2.3636363636363638;1;0;0;0.36363636363636365;0.0;[town];0.0;0;2.6;117;45;96.0;0.870395070860172;-13.702807426475001;-11.92685604095;2.0;1;[6];[3]
16;400_452985;(('400_452985-1-3-1',), ('400_452985-0-3-2',));1;The location also controlled an important crossing point over the River Conwy between the coastal and inland areas of North Wales, that Deganwy Castle for many years had defended.;It is also a place where a person can cross the River Conwy going from the ocean area to the inland.;0.8709677419354839;{'D': 21, 'C': 6, 'R': 3, 'M': 1};{'A': 12, 'C': 10};['D', 'D', 'C', 'D', 'D', 'D', 'R', 'R', 'D', 'C', 'C', 'C', 'D', 'C', 'D', 'D', 'M', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'A', 'C', 'A', 'A', 'A', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'C', 'A', 'A', 'C', 'C'];-1;0;0;[];[];6;0;0;0;[1, 3, 6, 7, 16, 21];[];1;0;0;0.7419354838709677;1.4090909090909092;1;0;0;0.45454545454545453;0.0;[the];0.0;0;1.8875;151;80;120.0;0.7286348950026157;-11.827523231499999;-8.617946147925;1.3333333333333333;1;[8];[6]
17;400_452985;(('400_452985-1-3-2',), ('400_452985-0-3-3', '400_452985-0-4-0'));2;The kings of England and the Welsh princes had vied for control of the region since the 1070s and the conflict had resumed during the 13th century, leading to Edward I intervening in North Wales for the second time during his reign in 1282.;The area has been owned by kings who have been from England and Wales since 1070. In 1282 Edward I of England attacked the castle.;0.8478260869565217;{'R': 6, 'C': 3, 'M': 7, 'D': 30};{'C': 15, 'A': 12};['R', 'C', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'R', 'R', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'M', 'M', 'D', 'D', 'R', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'M', 'C'];['C', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'C'];1;0;-1;[];[];7;0;0;0;[11, 14, 20, 28, 32, 38, 42];[];1;0;0;0.7608695652173914;1.7037037037037037;1;0;0;0.4074074074074074;1.0;[of, In, 1282];0.0;1;1.8584905660377358;197;106;171.0;0.908833270214702;-11.916774749775;-10.83036136625;1.7777777777777777;3;[8];[6, 3]
18;400_452985;(('400_452985-1-3-3',), ('400_452985-0-4-1', '400_452985-0-4-3', '400_452985-0-4-5'));2;Edward invaded with a huge army, pushing north from Carmarthen and westwards from Montgomery and Chester.;He had a big army. They came from Carmarthen. The army came from Montgomery and Chester.;0.6111111111111112;{'D': 8, 'R': 1, 'C': 9};{'A': 9, 'C': 10};['D', 'R', 'D', 'C', 'D', 'C', 'D', 'D', 'D', 'C', 'C', 'D', 'D', 'C', 'C', 'C', 'C', 'C'];['A', 'C', 'C', 'A', 'C', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C'];-1;0;0;[];[];3;0;0;0;[1, 4, 7];[];1;0;0;0.4444444444444444;0.9473684210526315;1;0;0;0.3684210526315789;2.0;[from];0.0;1;1.2328767123287672;90;73;44.0;0.7639431072993803;-12.297925710675;-9.39491558075;2.142857142857143;3;[5];[2, 2, 3]
19;400_452985;(('400_452985-1-3-4',), ('400_452985-0-4-6', '400_452985-0-4-9'));2;Edward captured Aberconwy in March 1283 and decided that the location would form the centre of a new county: he would relocate the abbey eight miles up the Conwy valley to a new site at Maenan, establishing Maenan Abbey, and build a new English castle and walled town on the monastery's former site.;The town of Aberconwy was captured by Edward in March 1283. Edward had the abbey relocated.;0.913793103448276;{'M': 7, 'D': 47, 'R': 1, 'C': 3};{'A': 7, 'C': 11};['M', 'M', 'M', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'C'];['A', 'C', 'A', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C'];1;2;-1;[1, 22];[5, 16];11;0;0;0;[1, 7, 10, 12, 14, 18, 22, 34, 38, 43, 56];[];1;0;0;0.8103448275862069;3.2222222222222223;0;0;0;0.16666666666666666;0.0;[captured, Aberconwy, town];0.0;1;3.25;247;76;240.0;1.0446233081559084;-11.842273712175;-12.3707151413;2.3333333333333335;3;[7];[3, 3]
20;400_452985;(('400_452985-1-3-5',), ());5;The ruined castle of Deganwy was abandoned and never rebuilt.;"
";1.0;{'D': 11};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[2, 5];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;52;0;;0.0;-11.722516059899998;0.0;0.0;0;[3];[]
21;400_452985;(('400_452985-1-3-6',), ());5;Edward's plan was a colonial enterprise and placing the new town and walls on top of such a high-status native Welsh site was in part a symbolic act to demonstrate English power.;"
";1.0;{'D': 36};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;147;0;;0.0;-10.429797887800001;0.0;0.0;0;[7];[]
22;400_452985;(('400_452985-1-4-0',), ('400_452985-0-5-0',));1;Work began on cutting the ditch around Conwy Castle within days of Edward's decision.;After Edward decided to build the castle people started building it quickly.;0.9375;{'D': 13, 'M': 2, 'C': 1};{'A': 10, 'C': 3};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'D', 'D', 'M', 'D', 'D', 'C'];['A', 'C', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];-1;0;0;[];[];3;0;0;0;[1, 5, 14];[];1;0;0;0.8125;1.2307692307692308;1;0;0;0.6923076923076923;0.0;[Edward];0.0;0;1.1076923076923078;72;65;64.0;0.80449862930708;-11.642145156875001;-9.3660898209;2.0;1;[8];[4]
23;400_452985;(('400_452985-1-4-1', '400_452985-1-4-2'), ('400_452985-0-5-2', '400_452985-0-5-4', '400_452985-0-5-7'));4;The work was controlled by Sir John Bonvillars and overseen by master mason James of St. George, and the first phase of work between 1283 and 1284 focused on creating the exterior curtain walls and towers. In the second phase, from 1284 and 1286, the interior buildings were erected, while work began on the walls for the neighbouring town.;A mason named James of St. George also worked on the project. From 1283 until 1284 they built the walls and towers. That took place between 1284 and 1286.;0.7692307692307693;{'R': 4, 'D': 43, 'M': 17, 'C': 1};{'C': 22, 'A': 10};['R', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'M', 'M', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'D', 'M', 'D', 'D', 'D', 'M', 'D', 'D', 'M', 'M', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'M', 'M', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C'];-1;0;1;[1, 2, 50, 51];[];15;0;0;0;[3, 9, 17, 21, 28, 30, 40, 41, 42, 47, 49, 50, 52, 53, 56];[];1;0;0;0.6461538461538462;2.03125;0;0;0;0.1875;1.0;[the, 1284, and, on, the, .];0.0;1;2.238095238095238;282;126;243.0;0.9915112327949358;-10.900850296;-10.8083155155;1.6363636363636365;3;[6, 6];[6, 2, 3]
24;400_452985;(('400_452985-1-4-3',), ('400_452985-0-5-8',));1;By 1287, the castle was complete.;They finished building the castle in 1287.;0.625;{'D': 4, 'M': 3, 'C': 1};{'A': 4, 'C': 4};['D', 'M', 'D', 'M', 'M', 'D', 'D', 'C'];['A', 'A', 'A', 'C', 'C', 'A', 'C', 'C'];-1;0;0;[];[];1;0;1;0;[5, 6];[];1;0;0;0.25;1.0;1;0;0;0.375;0.0;[1287];0.0;0;0.7777777777777778;28;36;31.0;1.0276143451065112;-10.143325805649999;-10.423427104975;0.6666666666666666;1;[2];[3]
25;400_452985;(('400_452985-1-4-4',), ('400_452985-0-5-9',));1;The builders recruited huge numbers of labourers from across England for the task.;People came from all over England to help build the castle.;0.8571428571428571;{'D': 12, 'C': 2};{'A': 10, 'C': 2};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'C'];['A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];0;0;0;[];[];0;0;0;0;[];[];1;0;0;0.8571428571428571;1.1666666666666667;1;0;0;0.8333333333333334;0.0;[];0.0;0;1.4285714285714286;70;49;59.0;0.8023092461917112;-10.937713623025001;-8.775428771949999;0.75;1;[3];[4]
26;400_452985;(('400_452985-1-4-5',), ('400_452985-0-5-10',));1;At each summer building season, the labourers massed at Chester and then walked into Wales.;People would meet in Chester and walk to Wales to work at the castle.;0.8235294117647058;{'D': 12, 'C': 4, 'R': 1};{'A': 10, 'C': 5};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'D', 'R', 'D', 'C', 'C'];['A', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];0;1;0;[13];[6];3;0;0;0;[3, 7, 13];[];1;0;0;0.7058823529411765;1.1333333333333333;1;0;0;0.6;0.0;[];0.0;0;1.375;77;56;65.0;0.9041511578269338;-10.3717041016;-9.377588272099999;0.6;1;[3];[5]
