;doc_title;alignment;entry_type_num;reg_sent;sim_sent;ter;reg_label_count;sim_label_count;reg_labels;sim_labels;pov_change;verb_tense_change;passive_active_sub;reg_prox_used;sim_prox_used;simple_synonym;word2phrase;phrase2word;phrase2phrase;source_used;target_used;deleting_info;removal;summarization;percent_deleted_unused;token_length_ratio;is_adding;examples;explanations;percent_added_unused;pron_explicitation;number_moved_words_ooo;num_svo_ooo;sentence_split;nbchars_ratio;reg_nbchars;sim_nbchars;levsim;wordrank_ratio;reg_wordrank;sim_wordrank;deptree_depth_ratio;deptree_type;reg_depth;sim_depth
10;350_691837;(('350_691837-1-3-2',), ('350_691837-0-3-2',));1;There was no ballot in 1981.;There was no voting in 1981.;0.1428571428571428;{'C': 6, 'R': 1};{'C': 7};['C', 'C', 'C', 'R', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[3];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;23;23;6.0;0.8899432280760333;-9.93076086045;-8.8378133774;1.0;1;[2];[2]
11;350_691837;(('350_691837-1-3-3',), ());5;All other winners since Tolkien were among the five or six finalists one year earlier.;"
";1.0;{'D': 16};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;72;0;;0.0;-10.120685338925;0.0;0.0;0;[5];[]
12;350_691837;(('350_691837-1-3-4',), ());5;Others who appeared on the ballot were C.S. Lewis, Jack Vance, Roger Zelazny, Marion Zimmer Bradley, Anne McCaffrey, and Patricia McKillip.;"
";1.0;{'D': 27};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;119;0;;0.0;-13.96424007415;0.0;0.0;0;[7];[]
13;350_691837;(('350_691837-1-4-0',), ('350_691837-0-4-0',));1;The Gandalf Award for Book-Length Fantasy was awarded only in 1978 and 1979.;The Gandalf Award for Book-Length Fantasy was awarded only in 1978 and 1979.;0.0;{'C': 16};{'C': 16};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[5];[];0;0;0;0.0;1.0;0;0;0;0.0;0.0;[];0.0;0;1.0;64;64;0.0;1.0;-13.0509264469;-13.0509264469;1.0;1;[5];[5]
14;350_691837;(('350_691837-1-4-1',), ('350_691837-0-4-1', '350_691837-0-4-2'));2;"Again the inaugural winner was Tolkien: ""The Silmarillion"", brought to print by Christopher Tolkien as editor.";"Again the first winner was Tolkien. The winning book was ""The Silmarillion"" with Christopher Tolkien as editor.";0.3809523809523809;{'C': 14, 'R': 2, 'D': 5};{'C': 16, 'A': 5};['C', 'C', 'R', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'R', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];4;0;0;0;[2, 3, 12, 19];[];1;0;0;0.23809523809523808;1.0;1;0;0;0.23809523809523808;0.0;"[the, "", Tolkien]";0.0;1;1.0;95;95;43.0;0.9509724884014492;-11.685174942;-11.112279892;1.6666666666666667;3;[5];[2, 4]
15;350_691837;(('350_691837-1-4-2',), ('350_691837-0-4-3',));1;"The second was ""The White Dragon"" by Anne McCaffrey.";"The second was ""The White Dragon"" by Anne McCaffrey.";0.0;{'C': 12};{'C': 12};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[1];[];0;0;0;0.0;1.0;0;0;0;0.0;0.0;"[The, ""]";0.0;0;1.0;44;44;0.0;1.0;-10.462507486375;-10.462507486375;1.0;1;[3];[3]
16;350_691837;(('350_691837-1-4-3',), ('350_691837-0-4-4',));1;Fantasy fiction often wins the older Hugo Award for Best Novel, so Worldcon organizers considered the Gandalf to be partly a duplicate and it was not awarded again.;Fantasy fiction often wins the older Hugo Award for Best Novel, so Worldcon organizers thought the Gandalf Award may be a duplicate and this was not awarded again.;0.1666666666666666;{'C': 25, 'D': 5};{'C': 25, 'A': 5};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'];1;0;0;[];[];4;0;0;0;[0, 3, 15, 27];[];0;0;0;0.1;1.0;0;0;0;0.1;0.0;[the];0.0;0;1.0073529411764706;137;136;23.0;1.0241697106193826;-12.325016975425;-12.6229090691;1.0;1;[5];[5]
17;351_443763;(('351_443763-1-0-0',), ('351_443763-0-0-0',));1;Meatloaf is a dish of ground meat that has been mixed with other ingredients and formed into the shape of a loaf, then baked or smoked.;Meatloaf is a dish of ground meat formed into a loaf shape, mixed with other ingredients, then baked or smoked.;0.3928571428571429;{'C': 13, 'D': 6, 'M': 9};{'C': 22, 'A': 1};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'M', 'M', 'M', 'M', 'D', 'M', 'M', 'D', 'M', 'D', 'M', 'M', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;1;1;[7, 9, 15];[7];4;0;0;0;[5, 13, 15, 18];[];0;0;0;0.03571428571428571;1.2173913043478262;0;0;0;0.0;0.0;[formed, into, shape, a, loaf];0.0;0;1.1956521739130435;110;92;56.0;1.0580966232811155;-10.6913063526;-11.31243515015;1.0;1;[7];[7]
18;351_443763;(('351_443763-1-0-1',), ());5;The final shape is either hand-formed on a flat pan or created by cooking it in a loaf pan.;"
";1.0;{'D': 22};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[3];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;73;0;;0.0;-10.141715526575;0.0;0.0;0;[6];[]
19;351_443763;(('351_443763-1-0-2',), ('351_443763-0-0-1',));1;It is usually made with ground beef, although ground lamb, pork, veal, venison, poultry and seafood are also used.;Meatloaf is usually made from ground beef, although lamb, pork, veal, venison, and poultry are also used.;0.2;{'D': 3, 'C': 19, 'R': 1, 'M': 2};{'A': 1, 'C': 22};['D', 'C', 'C', 'C', 'R', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'M', 'M', 'D', 'C', 'C', 'C', 'C'];['A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];1;0;0;[];[];3;0;0;0;[6, 8, 23];[];0;0;0;0.0;1.0869565217391304;0;0;0;0.0;;[,, ,, ,, ,, and];0.0;0;1.0786516853932584;96;89;33.0;1.0252555364781364;-11.231877327;-11.51554441455;1.1666666666666667;1;[7];[6]
20;351_443763;(('351_443763-1-1-0',), ());5;The cooked loaf can be sliced like a loaf of bread to make individual portions.;"
";1.0;{'D': 16};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[2, 4];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;65;0;;0.0;-11.72601747515;0.0;0.0;0;[4];[]
21;351_443763;(('351_443763-1-1-1',), ());5;Because the dish can become dry, various techniques aim to keep the dish moist by either covering it with sauce or wrapping it, using moisture-enhancing ingredients in the mixture, or filling it with meats, cheese, or other vegetables.;"
";1.0;{'D': 46};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;198;0;;0.0;-11.338614225375;0.0;0.0;0;[8];[]
22;351_443763;(('351_443763-1-2-0',), ());5;"Meatloaf of minced meat was mentioned in the Roman cookery collection ""Apicius"" as early as the 5th century.";"
";1.0;{'D': 21};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[0, 4];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;91;0;;0.0;-11.1097631454;0.0;0.0;0;[4];[]
23;351_443763;(('351_443763-1-2-1',), ());5;Meatloaf is a traditional German, Scandinavian and Belgian dish, and it is a cousin to the Dutch meatball.;"
";1.0;{'D': 21};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;89;0;;0.0;-11.5225763321;0.0;0.0;0;[5];[]
24;351_443763;(('351_443763-1-2-2',), ());5;American meatloaf has its origins in scrapple, a mixture of ground pork and cornmeal served by German-Americans in Pennsylvania since colonial times.;"
";1.0;{'D': 26};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;128;0;;0.0;-11.972844123825;0.0;0.0;0;[6];[]
25;351_443763;(('351_443763-1-2-3',), ());5;Meatloaf in the contemporary American sense did not appear in cookbooks until the late 19th century.;"
";1.0;{'D': 17};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;85;0;;0.0;-10.7104501724;0.0;0.0;0;[4];[]
26;351_443763;(('351_443763-1-3-0',), ());5;"In Argentina it is usually called ""Pan de carne"".";"
";1.0;{'D': 12};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[2, 3];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;41;0;;0.0;-9.753648519525001;0.0;0.0;0;[2];[]
27;351_443763;(('351_443763-1-3-1',), ());5;It is typically filled with ham, cheese, and carrots (or some other vegetable).;"
";1.0;{'D': 18};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[0, 1];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;67;0;;0.0;-10.2666518688;0.0;0.0;0;[6];[]
28;351_443763;(('351_443763-1-4-0',), ());5;"The Austrian meatloaf version is called ""Faschierter Braten"".";"
";1.0;{'D': 11};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[3, 4];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;54;0;;0.0;-13.762537479399999;0.0;0.0;0;[2];[]
29;351_443763;(('351_443763-1-4-1',), ());5;Most of the time it is not filled (e.g., in Germany), but it is wrapped in ham before baking it.;"
";1.0;{'D': 25};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[0, 4, 5, 16, 17];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;77;0;;0.0;-8.9014310837;0.0;0.0;0;[5];[]
30;351_443763;(('351_443763-1-4-2',), ());5;Often it is served with mashed potatoes (when warm) or with sauce cumberland (when cold).;"
";1.0;{'D': 20};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[1, 2];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;75;0;;0.0;-10.857356548325;0.0;0.0;0;[5];[]
31;351_443763;(('351_443763-1-5-0',), ());5;"The Belgian version of meatloaf is called ""vleesbrood"" (meatbread) in Dutch and ""pain de viande"" in French.";"
";1.0;{'D': 24};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[2, 5];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;91;0;;0.0;-10.70994114875;0.0;0.0;0;[4];[]
32;351_443763;(('351_443763-1-5-1',), ());5;It is usually served warm and can then be served with various sauces, but can also be eaten cold with a loaf of bread.;"
";1.0;{'D': 26};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[0, 1, 8, 17];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;95;0;;0.0;-10.307503223375;0.0;0.0;0;[6];[]
33;351_443763;(('351_443763-1-6-0',), ());5;"The Bulgarian ""rulo Stefani"" meatloaf is similar to the Hungarian ""Stefánia"" meatloaf, with hard-boiled eggs in the middle.";"
";1.0;{'D': 26};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;107;0;;0.0;-13.37361121175;0.0;0.0;0;[4];[]
34;351_443763;(('351_443763-1-7-0',), ());5;"Chilean meatloaf, known as ""Asado Aleman"" (German roasted meat) is a staple of southern Chile cuisine, especially in areas known for having been influenced by the arrival of German settlers during the 18th and 19th century.";"
";1.0;{'D': 43};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[28];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;188;0;;0.0;-12.40484428405;0.0;0.0;0;[11];[]
35;351_443763;(('351_443763-1-7-1',), ());5;The most common recipe nowadays consists of ground beef, carrots, sausages, boiled eggs and breadcrumbs, cooked on the oven and normally served with a side-dish of mashed potatoes or rice.;"
";1.0;{'D': 37};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;0;[];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;159;0;;0.0;-11.5225763321;0.0;0.0;0;[7];[]
36;351_443763;(('351_443763-1-8-0',), ());5;"The Cuban meatloaf is called ""pulpeta"".";"
";1.0;{'D': 9};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];0;0;1;[2, 3];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;34;0;;0.0;-12.9447164536;0.0;0.0;0;[2];[]
37;351_443763;(('351_443763-1-8-1',), ());5;It is made with ground beef and ground ham, and stuffed with hard boiled eggs, and it is cooked on the stovetop.;"
";1.0;{'D': 25};{};['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];[];1;0;1;[0, 1, 18, 19];[];0;0;0;0;[];[];0;1;0;0.0;0.0;0;0;0;0.0;0.0;[];0.0;0;;91;0;;0.0;-10.6178417206;0.0;0.0;0;[4];[]
