;doc_title;entry_type_num;reg_sent;sim_sent;ter;reg_label_count;sim_label_count;reg_labels;sim_labels;pov_change;verb_tense_change;passive_active_sub;reg_prox_used;sim_prox_used;simple_synonym;word2phrase;phrase2word;phrase2phrase;source_used;target_used;deleting_info;removal;summarization;percent_deleted_unused;token_length_ratio;is_adding;examples;explanations;percent_added_unused;pron_explicitation;number_moved_words_ooo;num_svo_ooo;sentence_split;nbchars_ratio;reg_nbchars;sim_nbchars;levsim;wordrank_ratio;reg_wordrank;sim_wordrank;deptree_depth_ratio;deptree_type;reg_depth;sim_depth
10;Andy arias voting;2.0;Know that there are absentee ballot options available, and there may be other options available depending on what situation we find ourselves in.;You should know if you could vote from home. You should check if there are other ways of voting this year because of covid-19.;0.96;{'C': 2, 'D': 18, 'M': 2, 'R': 3};{'A': 19, 'C': 7};['C', 'D', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'C'];['A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'C'];-1;1;0;[12];[15];8;0;0;2;[5, 6, 7, 14, 15, 16, 19, 21];[];1;0;0;0.76;0.9615384615384616;1;0;0;0.6538461538461539;;[];0.0;1;1.1941747572815533;123;103;108.0;0.7636215856973185;-9.6370716095;-7.3590759039249996;1.7142857142857142;3;[6];[3, 4]
11;Andy arias voting;6.0;"
";We, people with disabilities, are the largest group of people.;13.0;{};{'A': 13};[];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A'];-1;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;0.0;1;0;0;0.0;0.0;[];0.0;0;0.0;0;53;;;0.0;-7.4025783539;;0;[];[3]
12;Andy arias voting;2.0;We are the largest population, and any minority or majority on the planet-- it is time that we are equal in our voices and in our choices.;We are more than any other group in the whole world. We should be equal and have choices like everybody else.;0.7931034482758621;{'C': 7, 'D': 20, 'R': 2};{'C': 9, 'A': 14};['C', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'R', 'C', 'D', 'D', 'D', 'C', 'D', 'D', 'C', 'C'];['C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'A', 'A', 'C'];1;1;0;[19];[14];5;0;0;1;[4, 5, 8, 10, 20, 23];[];1;0;0;0.7241379310344828;1.2608695652173914;1;0;0;0.4782608695652174;;[We];0.0;1;1.2584269662921348;112;89;86.0;0.8387800556126711;-9.3796033859;-7.86742424965;1.0909090909090908;1;[5, 7];[6, 5]
13;Andy arias voting;1.0;Please do not forget to go out and vote in November.;To make sure we have choices please do not forget to go out and vote in November.;0.5833333333333334;{'C': 12};{'A': 6, 'C': 12};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];-1;0;0;[];[];4;0;0;0;[0, 3, 5, 8];[];0;0;0;0.0;0.6666666666666666;1;0;0;0.3333333333333333;0.0;[];0.0;0;0.6461538461538462;42;65;29.0;0.9877886695201787;-8.6416244507;-8.536098718649999;1.0;1;[4];[4]
14;Gahil intro 4 wheel movement;1.0;If I didn't speak up, would you notice me?;If I didn't speak out loud, would you pay attention to me?;0.4166666666666667;{'C': 10, 'D': 2};{'C': 10, 'A': 5};['C', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'D', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C'];0;0;0;[];[];2;0;0;0;[4, 9];[];0;0;0;0.0;0.8;1;0;0;0.3333333333333333;;[];0.0;0;0.723404255319149;34;47;21.0;1.1498191291272775;-6.4090420008;-7.369239091900001;0.6666666666666666;1;[2];[3]
15;Gahil intro 4 wheel movement;6.0;"
";4 wheel city group wants us to think abour this question;11.0;{};{'A': 11};[];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A'];-1;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;0.0;1;0;0;0.0;0.0;[];0.0;0;0.0;0;46;;;0.0;-8.969532489799999;;0;[];[4]
16;Gahil intro 4 wheel movement;1.0;4 Wheel City presents The Movement.;The 4 Wheel City group presents The Movement.;0.2857142857142857;{'C': 7};{'A': 2, 'C': 7};['C', 'C', 'C', 'C', 'C', 'C', 'C'];['A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[3];[];0;0;0;0.0;0.7777777777777778;0;0;0;0.0;0.0;[];0.0;0;0.7894736842105263;30;38;10.0;0.9468167843898927;-12.4559764862;-11.7935276031;0.6666666666666666;1;[2];[3]
17;Gahil intro 4 wheel movement;1.0;This is a refreshers course.;In the next work, the artists want to remind us of something important.;2.333333333333333;{'D': 5, 'C': 1};{'A': 14, 'C': 1};['D', 'D', 'D', 'D', 'D', 'C'];['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];-1;0;0;[];[];0;0;0;0;[];[];1;0;0;0.8333333333333334;0.4;1;0;0;0.9333333333333333;;[];0.0;0;0.4067796610169492;24;59;55.0;0.9819073471544534;-7.964312434175;-7.8202168941500005;0.5;1;[2];[4]
18;Gahil intro 4 wheel movement;1.0;We all travel in separate vehicles, right?;They remind us that we all move in different ways.;1.2222222222222223;{'M': 2, 'D': 6, 'R': 1};{'A': 8, 'C': 3};['M', 'M', 'D', 'R', 'D', 'D', 'D', 'D', 'D'];['A', 'A', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A'];-1;0;0;[];[];4;0;0;0;[2, 4, 5, 7];[];0;0;0;0.0;0.8181818181818182;1;0;0;0.2727272727272727;;[];0.0;0;0.8780487804878049;36;41;41.0;0.8110613306359693;-10.0032453537;-8.11324548725;1.0;1;[4];[4]
19;Gahil intro 4 wheel movement;1.0;Cars, trucks, bicycles, wheelchairs, motorized wheelchairs, canes, crutches.;We walk and drive cars and bicycles but we also use wheelchairs and crutches.;0.8666666666666667;{'C': 5, 'D': 10};{'A': 10, 'C': 5};['C', 'D', 'D', 'D', 'C', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C'];['A', 'A', 'A', 'A', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'C', 'A', 'C', 'C'];-1;0;0;[];[];4;0;0;0;[2, 4, 6, 9];[];1;0;0;0.6;1.0;1;0;0;0.5333333333333333;;[];0.0;0;1.078125;69;64;45.0;0.6674538225388943;-14.14114665985;-9.4385623932;2.0;1;[6];[3]
20;Gahil intro 4 wheel movement;1.0;Be aware, and kindly make an adjustment so that we can all get to where we're going.;So, we need to make sure we all pay attention to each other, we need to make sure everything is accessible so we can all get to where we want to go.;1.25;{'D': 9, 'C': 10, 'R': 1};{'A': 24, 'C': 11};['D', 'D', 'D', 'D', 'D', 'C', 'D', 'D', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'R', 'C'];['A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C'];0;3;0;[5, 18];[5, 18, 33];2;0;0;1;[7, 17, 18];[];1;0;0;0.4;0.5714285714285714;1;0;0;0.6571428571428571;;[we];0.0;0;0.5811965811965812;68;117;95.0;1.023955250395344;-6.911568403275;-7.077136755;0.7142857142857143;1;[5];[7]
21;Gahil intro 4 wheels thankyou;1.0;As I said in the beginning, this is a very unique time and space.;Like I said in the begining, we leave in a very special time.;0.5;{'R': 2, 'C': 9, 'D': 5};{'C': 11, 'A': 4};['R', 'C', 'C', 'C', 'C', 'R', 'C', 'D', 'D', 'C', 'C', 'D', 'C', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'A', 'C', 'C'];0;0;0;[];[];2;1;0;0;[2, 5, 11];[];1;0;0;0.25;1.0666666666666667;0;0;0;0.2;;[];0.0;0;1.0612244897959184;52;49;30.0;1.0772237968892295;-7.40255451205;-7.97420787815;1.0;1;[4];[4]
22;Gahil intro 4 wheels thankyou;1.0;So 4 Wheel City takes a moment to say thank you.;So 4 Wheel City group wants to to say thank you to the people who help us in covid-19 times.;1.0;{'C': 9, 'D': 3};{'C': 9, 'A': 12};['C', 'C', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C'];1;1;0;[9];[9];2;0;0;0;[6, 8];[];1;0;0;0.25;0.5714285714285714;1;0;0;0.5714285714285714;;[];0.0;0;0.5205479452054794;38;73;57.0;0.9622411363884835;-9.104997158075;-8.7612028122;0.375;1;[3];[8]
23;Gahil intro 4 wheels thankyou;1.0;4 Wheel City.;4 Wheel City.;0.0;{'C': 4};{'C': 4};['C', 'C', 'C', 'C'];['C', 'C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;0.0;[];0.0;0;1.0;11;11;0.0;1.0;-11.035515546775;-11.035515546775;1.0;1;[1];[1]
24;Gahil intro closing;1.0;Thank you so much for taking the time out to spend the evening with us.;Thank you so much for being with us tonight.;0.5625;{'C': 8, 'R': 1, 'D': 7};{'C': 9, 'A': 1};['C', 'C', 'C', 'C', 'C', 'R', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'];0;0;0;[];[];2;0;0;0;[10, 12];[];1;0;0;0.5;1.6;0;0;0;0.0;;[];0.0;0;1.5833333333333333;57;36;34.0;0.9493512232594079;-7.84137868885;-7.4442224503;1.25;1;[5];[4]
25;Gahil intro closing;1.0;My name is Gha'il Rhodes Benjamin, as I told you before.;My name is Gha'il Rhodes Benjamin, as I told you before.;0.0;{'C': 13};{'C': 13};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];2;0;0;0;[1, 9];[];0;0;0;0.0;1.0;0;0;0;0.0;0.0;[];0.0;0;1.0;46;46;0.0;1.0;-8.5230340958;-8.5230340958;1.0;1;[2];[2]
26;Gahil intro closing;1.0;And I am an ally of disabled people.;I am a friend and supporter of disabled people.;0.5555555555555556;{'D': 2, 'C': 6, 'R': 1};{'C': 7, 'A': 3};['D', 'C', 'C', 'R', 'D', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[4];[];1;0;0;0.2222222222222222;0.9;1;0;0;0.3;;[];0.0;0;0.7435897435897436;29;39;20.0;1.11127600788144;-7.1497254372;-7.9453183413;1.0;1;[4];[4]
27;Gahil intro closing;1.0;We all breathe the same air.;We all breathe the same air.;0.0;{'C': 7};{'C': 7};['C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;23;23;0.0;1.0;-8.3844432831;-8.3844432831;1.0;1;[2];[2]
28;Gahil intro closing;1.0;We all share the same space.;We all share the same space.;0.0;{'C': 7};{'C': 7};['C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;23;23;0.0;1.0;-8.2489414215;-8.2489414215;1.0;1;[2];[2]
29;Gahil intro closing;1.0;And as Maya Angelou said, we have more in common than we realize.;And as Maya Angelou said, we have more thing that are the same then things that are different..;0.7333333333333333;{'C': 9, 'D': 6};{'C': 9, 'A': 11};['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'D'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A'];0;0;0;[];[];1;0;0;0;[4];[];0;0;0;0.0;0.75;0;0;0;0.0;0.0;[];0.0;0;0.6794871794871795;53;78;40.0;0.8842792452670563;-8.1204123497;-7.1807121038499995;0.75;1;[3];[4]
30;Gahil intro closing;1.0;Have a wonderful summer.;Have a wonderful summer.;0.0;{'C': 5};{'C': 5};['C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;21;21;0.0;1.0;-9.8006124496;-9.8006124496;1.0;1;[2];[2]
31;Gahil intro closing;1.0;Stay safe.;Stay safe.;0.0;{'C': 3};{'C': 3};['C', 'C', 'C'];['C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;9;9;0.0;1.0;-10.26467895505;-10.26467895505;1.0;1;[1];[1]
32;Gahil intro closing;1.0;We love you.;We love you.;0.0;{'C': 4};{'C': 4};['C', 'C', 'C', 'C'];['C', 'C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;10;10;0.0;1.0;-7.380158662775;-7.380158662775;1.0;1;[1];[1]
33;Gahil intro closing;1.0;Thank you again for joining us.;Thank you again for being with us.;0.2857142857142857;{'C': 6, 'R': 1};{'C': 7, 'A': 1};['C', 'C', 'C', 'C', 'R', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C'];0;0;0;[];[];1;0;0;0;[4];[];0;0;0;0.0;0.875;0;0;0;0.0;;[];0.0;0;0.9285714285714286;26;28;7.0;0.9482152536556584;-8.0857627392;-7.667043566749999;0.75;1;[3];[4]
34;Gahil intro closing;1.0;See you next time.;See you next time.;0.0;{'C': 5};{'C': 5};['C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C'];0;0;0;[];[];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;15;15;0.0;1.0;-7.9967398643;-7.9967398643;1.0;1;[2];[2]
35;Gahil intro opening;1.0;Good evening, everybody, and welcome to the Disability Unite Festival.;Good evening, everybody. Welcome to the Disability Unite Festival.;0.2307692307692308;{'C': 11, 'D': 2};{'C': 11, 'A': 1};['C', 'C', 'C', 'C', 'D', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[6];[];0;0;0;0.15384615384615385;1.0833333333333333;0;0;0;0.0;0.0;[];0.0;0;1.0517241379310345;61;58;5.0;1.0510746256879304;-11.0576896667;-11.6224570274;2.5;3;[5];[1, 3]
36;Gahil intro opening;1.0;My name is Gha'il Rhodes Benjamin.;My name is Gha'il Rhodes Benjamin.;0.0;{'C': 7};{'C': 7};['C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C'];0;0;0;[];[];1;0;0;0;[1];[];0;0;0;0.0;1.0;0;0;0;0.0;0.0;[];0.0;0;1.0;29;29;0.0;1.0;-13.24932575225;-13.24932575225;1.0;1;[2];[2]
37;Gahil intro opening;1.0;I'm so happy to be here with you this evening.;I am so happy to be here with you this evening.;0.0833333333333333;{'C': 11, 'R': 1};{'C': 12};['C', 'R', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];0;1;0;[1];[5];0;0;0;0;[];[];0;0;0;0.0;1.0;0;0;0;0.0;;[];0.0;0;1.0;37;37;2.0;1.1310767606803906;-6.2669930458000005;-7.08845019345;1.0;1;[4];[4]
38;Gahil intro opening;1.0;This is a moment that we've all been anticipating.;This is a moment that everybody was waiting for.;0.4545454545454545;{'C': 6, 'D': 5};{'C': 6, 'A': 4};['C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'C'];1;0;0;[];[];1;0;0;0;[9];[];1;0;0;0.45454545454545453;1.1;1;0;0;0.4;;[];0.0;0;1.05;42;40;21.0;1.2671704877207304;-6.72741675375;-8.52478396895;0.75;1;[3];[4]
39;Gahil intro opening;1.0;"It's a moment that's powerfully titled, ""It Just Had to be Said"".";"It is a moment that we can call, ""It just had to be said"".";0.3888888888888889;{'C': 14, 'R': 1, 'D': 3};{'C': 15, 'A': 3};['C', 'R', 'C', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];['C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'];1;0;1;[4, 5, 14];[];4;0;0;0;[3, 7, 8, 15];[];0;0;0;0.1111111111111111;1.0;0;0;0;0.16666666666666666;1.0;"[It, ""]";0.0;0;1.2;54;45;17.0;0.7024429421126638;-8.7646620274;-6.15667498115;1.0;1;[4];[4]
40;Gahil intro opening;2.0;And all of the artists, including myself, in this next segment pretty much just let you know what needs to be said in protest of 2020, the us, the we, the they, the fear, the outrage, the defiance, all of us, you and I, redefining our identities.;The artists in the next part of the festival, including me, just say what we think. We just say what is wrong now, in 2020, what we need to change. How people just want to be with people they think are just like them and do not want to be with other people. We talk about being afraid, being angry, trying to say no, trying to know who we are.;1.1694915254237288;{'D': 38, 'M': 15, 'R': 5, 'C': 1};{'A': 60, 'C': 21};['D', 'D', 'M', 'M', 'M', 'M', 'M', 'D', 'M', 'M', 'D', 'M', 'D', 'R', 'D', 'D', 'D', 'D', 'M', 'M', 'R', 'M', 'M', 'R', 'D', 'D', 'D', 'M', 'M', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'R', 'D', 'D', 'D', 'R', 'M', 'D', 'D', 'D', 'C'];['A', 'C', 'A', 'A', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'C'];-1;3;1;[22, 23];[14, 21, 71];9;0;1;0;[4, 6, 12, 13, 15, 16, 23, 39, 42, 57];[];1;0;0;0.6610169491525424;0.7283950617283951;1;0;0;0.6666666666666666;1.0;[artists, ,, next, know, 2020, ,, ,];0.0;1;0.7299270072992701;200;274;228.0;0.8956151433150975;-7.643693924;-6.8458080292;1.6;3;[10];[6, 3, 10, 6]
41;Gahil intro opening;1.0;These next few artist bring it to you and tell you just like it is.;The next artists tell you exactly what they think about all these things.;0.8125;{'R': 3, 'C': 2, 'D': 9, 'M': 2};{'C': 7, 'A': 7};['R', 'C', 'D', 'R', 'D', 'D', 'D', 'R', 'D', 'M', 'M', 'D', 'D', 'D', 'D', 'C'];['C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C'];0;1;0;[9];[3];3;0;0;0;[1, 3, 4];[];1;0;0;0.6875;1.1428571428571428;1;0;0;0.5;1.0;[];0.0;0;0.8688524590163934;53;61;48.0;0.9800161248994789;-7.9319591522;-7.7734478712;0.75;1;[3];[4]
