;Unnamed: 0;entry_type_num;PROX;REPHRASE;DEL;ADD;EXAMPLE;EXPLAIN;EXPLICIT;REORDER;SPLIT
166;166;6;0;0;0;1;0;0;0;0;0
167;167;6;0;0;0;1;0;0;0;0;0
168;168;6;0;0;0;1;0;0;0;0;0
169;169;6;0;0;0;1;0;0;0;0;0
170;170;6;0;0;0;1;0;0;0;0;0
171;171;6;0;0;0;1;0;0;0;0;0
172;172;6;0;0;0;1;0;0;0;0;0
173;173;6;0;0;0;1;0;0;0;0;0
174;174;6;0;0;0;1;0;0;0;0;0
175;175;6;0;0;0;1;0;0;0;0;0
176;176;6;0;0;0;1;0;0;0;0;0
177;177;6;0;0;0;1;0;0;0;0;0
178;178;6;0;0;0;1;0;0;0;0;0
179;179;6;0;0;0;1;0;0;0;0;0
180;180;6;0;0;0;1;0;0;0;0;0
181;181;6;0;0;0;1;0;0;0;0;0
182;182;6;0;0;0;1;0;0;0;0;0
183;183;6;0;0;0;1;0;0;0;0;0
184;184;6;0;0;0;1;0;0;0;0;0
185;185;6;0;0;0;1;0;0;0;0;0
186;186;6;0;0;0;1;0;0;0;0;0
187;187;6;0;0;0;1;0;0;0;0;0
188;188;6;0;0;0;1;0;0;0;0;0
189;189;1;0;1;1;0;0;0;0;0;0
190;190;1;0;1;0;1;0;1;0;1;0
191;191;1;0;1;1;0;0;0;0;0;0
192;192;5;0;0;1;0;0;0;0;0;0
193;193;5;0;0;1;0;0;0;0;0;0
194;194;5;0;0;1;0;0;0;0;0;0
195;195;5;0;0;1;0;0;0;0;0;0
196;196;5;0;0;1;0;0;0;0;0;0
197;197;1;0;1;1;0;0;0;0;0;0
198;198;5;0;0;1;0;0;0;0;0;0
199;199;5;0;0;1;0;0;0;0;0;0
200;200;1;0;1;0;1;0;0;0;1;0
201;201;5;0;0;1;0;0;0;0;0;0
202;202;5;0;0;1;0;0;0;0;0;0
203;203;2;1;1;0;1;0;0;1;1;1
204;204;5;0;0;1;0;0;0;0;0;0
205;205;5;0;0;1;0;0;0;0;0;0
206;206;5;0;0;1;0;0;0;0;0;0
207;207;5;0;0;1;0;0;0;0;0;0
208;208;5;0;0;1;0;0;0;0;0;0
209;209;2;0;1;1;0;0;0;0;1;1
210;210;5;0;0;1;0;0;0;0;0;0
211;211;5;0;0;1;0;0;0;0;0;0
212;212;5;0;0;1;0;0;0;0;0;0
213;213;5;0;0;1;0;0;0;0;0;0
214;214;5;0;0;1;0;0;0;0;0;0
215;215;1;1;1;1;0;0;0;0;0;0
216;216;5;0;0;1;0;0;0;0;0;0
217;217;5;0;0;1;0;0;0;0;1;0
218;218;5;0;0;1;0;0;0;0;0;0
219;219;5;0;0;1;0;0;0;0;0;0
220;220;5;0;0;1;0;0;0;0;0;0
221;221;5;0;0;1;0;0;0;0;0;0
222;222;5;0;0;1;0;0;0;0;0;0
223;223;5;0;0;1;0;0;0;0;0;0
224;224;5;0;0;1;0;0;0;0;0;0
225;225;5;0;0;1;0;0;0;0;0;0
226;226;5;0;0;1;0;0;0;0;0;0
227;227;5;0;0;1;0;0;0;0;0;0
228;228;5;0;0;1;0;0;0;0;0;0
229;229;5;0;0;1;0;0;0;0;0;0
230;230;5;0;0;1;0;0;0;0;0;0
231;231;5;0;0;1;0;0;0;0;0;0
232;232;5;0;0;1;0;0;0;0;0;0
233;233;5;0;0;1;0;0;0;0;0;0
234;234;5;0;0;1;0;0;0;0;0;0
235;235;5;0;0;1;0;0;0;0;0;0
236;236;5;0;0;1;0;0;0;0;0;0
237;237;5;0;0;1;0;0;0;0;0;0
238;238;5;0;0;1;0;0;0;0;0;0
239;239;5;0;0;1;0;0;0;0;0;0
240;240;5;0;0;1;0;0;0;0;0;0
241;241;5;0;0;1;0;0;0;0;0;0
242;242;5;0;0;1;0;0;0;0;0;0
243;243;5;0;0;1;0;0;0;0;0;0
244;244;5;0;0;1;0;0;0;0;0;0
245;245;5;0;0;1;0;0;0;0;0;0
246;246;5;0;0;1;0;0;0;0;0;0
247;247;1;1;1;0;1;0;0;1;1;0
248;248;5;0;0;1;0;0;0;0;0;0
249;249;5;0;0;1;0;0;0;0;0;0
250;250;1;0;1;1;0;0;0;0;1;0
251;251;5;0;0;1;0;0;0;0;0;0
252;252;5;0;0;1;0;0;0;0;0;0
253;253;5;0;0;1;0;0;0;0;0;0
254;254;5;0;0;1;0;0;0;0;0;0
255;255;5;0;0;1;0;0;0;0;0;0
256;256;5;0;0;1;0;0;0;0;0;0
257;257;5;0;0;1;0;0;0;0;0;0
258;258;5;0;0;1;0;0;0;0;0;0
259;259;5;0;0;1;0;0;0;0;0;0
260;260;5;0;0;1;0;0;0;0;0;0
261;261;5;0;0;1;0;0;0;0;0;0
262;262;5;0;0;1;0;0;0;0;0;0
263;263;5;0;0;1;0;0;0;0;0;0
264;264;5;0;0;1;0;0;0;0;0;0
265;265;5;0;0;1;0;0;0;0;0;0
266;266;5;0;0;1;0;0;0;0;0;0
267;267;5;0;0;1;0;0;0;0;0;0
268;268;5;0;0;1;0;0;0;0;0;0
269;269;5;0;0;1;0;0;0;0;0;0
270;270;5;0;0;1;0;0;0;0;0;0
271;271;5;0;0;1;0;0;0;0;0;0
272;272;5;0;0;1;0;0;0;0;0;0
273;273;5;0;0;1;0;0;0;0;0;0
274;274;5;0;0;1;0;0;0;0;0;0
275;275;5;0;0;1;0;0;0;0;0;0
276;276;5;0;0;1;0;0;0;0;0;0
277;277;5;0;0;1;0;0;0;0;0;0
278;278;5;0;0;1;0;0;0;0;0;0
279;279;5;0;0;1;0;0;0;0;0;0
280;280;5;0;0;1;0;0;0;0;0;0
281;281;5;0;0;1;0;0;0;0;0;0
282;282;5;0;0;1;0;0;0;0;0;0
283;283;5;0;0;1;0;0;0;0;0;0
284;284;5;0;0;1;0;0;0;0;0;0
285;285;5;0;0;1;0;0;0;0;0;0
286;286;5;0;0;1;0;0;0;0;0;0
287;287;5;0;0;1;0;0;0;0;0;0
288;288;5;0;0;1;0;0;0;0;0;0
289;289;5;0;0;1;0;0;0;0;0;0
290;290;5;0;0;1;0;0;0;0;0;0
291;291;5;0;0;1;0;0;0;0;0;0
292;292;5;0;0;1;0;0;0;0;0;0
293;293;5;0;0;1;0;0;0;0;0;0
294;294;5;0;0;1;0;0;0;0;0;0
295;295;5;0;0;1;0;0;0;0;0;0
296;296;5;0;0;1;0;0;0;0;0;0
297;297;5;0;0;1;0;0;0;0;0;0
298;298;5;0;0;1;0;0;0;0;0;0
299;299;5;0;0;1;0;0;0;0;0;0
300;300;5;0;0;1;0;0;0;0;0;0
301;301;5;0;0;1;0;0;0;0;0;0
302;302;5;0;0;1;0;0;0;0;1;0
303;303;5;0;0;1;0;0;0;0;0;0
304;304;5;0;0;1;0;0;0;0;0;0
305;305;5;0;0;1;0;0;0;0;0;0
306;306;5;0;0;1;0;0;0;0;0;0
307;307;5;0;0;1;0;0;0;0;0;0
308;308;5;0;0;1;0;0;0;0;0;0
309;309;5;0;0;1;0;0;0;0;0;0
310;310;5;0;0;1;0;0;0;0;0;0
311;311;5;0;0;1;0;0;0;0;0;0
312;312;1;0;1;0;1;0;0;0;0;0
313;313;5;0;0;1;0;0;0;0;0;0
314;314;1;1;1;1;0;0;0;0;1;0
315;315;5;0;0;1;0;0;0;0;0;0
316;316;5;0;0;1;0;0;0;0;0;0
317;317;1;1;1;1;0;0;0;0;1;0
318;318;5;0;0;1;0;0;0;0;0;0
319;319;1;0;1;1;0;0;1;0;1;0
320;320;5;0;0;1;0;0;0;0;0;0
321;321;5;0;0;1;0;0;0;0;0;0
322;322;5;0;0;1;0;0;0;0;0;0
323;323;5;0;0;1;0;0;0;0;0;0
324;324;5;0;0;1;0;0;0;0;0;0
325;325;5;0;0;1;0;0;0;0;0;0
326;326;5;0;0;1;0;0;0;0;0;0
327;327;5;0;0;1;0;0;0;0;0;0
328;328;5;0;0;1;0;0;0;0;0;0
329;329;5;0;0;1;0;0;0;0;0;0
330;330;5;0;0;1;0;0;0;0;0;0
331;331;5;0;0;1;0;0;0;0;0;0
332;332;5;0;0;1;0;0;0;0;0;0
333;333;5;0;0;1;0;0;0;0;0;0
334;334;5;0;0;1;0;0;0;0;0;0
335;335;5;0;0;1;0;0;0;0;0;0
336;336;5;0;0;1;0;0;0;0;0;0
337;337;5;0;0;1;0;0;0;0;0;0
338;338;5;0;0;1;0;0;0;0;0;0
339;339;5;0;0;1;0;0;0;0;0;0
340;340;5;0;0;1;0;0;0;0;0;0
341;341;5;0;0;1;0;0;0;0;0;0
342;342;5;0;0;1;0;0;0;0;0;0
343;343;5;0;0;1;0;0;0;0;0;0
344;344;5;0;0;1;0;0;0;0;0;0
345;345;5;0;0;1;0;0;0;0;0;0
346;346;5;0;0;1;0;0;0;0;0;0
347;347;5;0;0;1;0;0;0;0;0;0
348;348;5;0;0;1;0;0;0;0;0;0
349;349;5;0;0;1;0;0;0;0;0;0
350;350;5;0;0;1;0;0;0;0;0;0
351;351;5;0;0;1;0;0;0;0;0;0
352;352;5;0;0;1;0;0;0;0;0;0
353;353;5;0;0;1;0;0;0;0;0;0
354;354;5;0;0;1;0;0;0;0;0;0
355;355;5;0;0;1;0;0;0;0;0;0
356;356;5;0;0;1;0;0;0;0;0;0
357;357;5;0;0;1;0;0;0;0;0;0
358;358;5;0;0;1;0;0;0;0;0;0
359;359;5;0;0;1;0;0;0;0;0;0
360;360;5;0;0;1;0;0;0;0;0;0
361;361;5;0;0;1;0;0;0;0;0;0
362;362;1;0;1;1;0;0;0;0;1;0
363;363;1;0;1;0;0;0;0;0;1;0
364;364;1;0;1;0;1;0;0;0;1;0
365;365;1;0;1;0;0;0;0;0;1;0
366;366;1;0;1;0;1;0;0;0;1;0
367;367;5;0;0;1;0;0;0;0;0;0
368;368;5;0;0;1;0;0;0;0;0;0
369;369;1;0;1;0;1;0;1;1;0;0
370;370;5;0;0;1;0;0;0;0;0;0
371;371;5;0;0;1;0;0;0;0;0;0
372;372;5;0;0;1;0;0;0;0;0;0
373;373;5;0;0;1;0;0;0;0;0;0
374;374;1;0;1;0;0;0;0;1;1;0
375;375;1;0;1;1;0;0;0;0;1;0
376;376;1;0;1;0;0;0;0;0;1;0
377;377;5;0;0;1;0;0;0;0;0;0
378;378;5;0;0;1;0;0;0;0;0;0
379;379;5;0;0;1;0;0;0;0;0;0
380;380;5;0;0;1;0;0;0;0;0;0
381;381;5;0;0;1;0;0;0;0;0;0
382;382;5;0;0;1;0;0;0;0;0;0
383;383;5;0;0;1;0;0;0;0;0;0
384;384;5;0;0;1;0;0;0;0;0;0
385;385;5;0;0;1;0;0;0;0;0;0
386;386;5;0;0;1;0;0;0;0;0;0
387;387;5;0;0;1;0;0;0;0;0;0
388;388;5;0;0;1;0;0;0;0;0;0
389;389;5;0;0;1;0;0;0;0;0;0
390;390;5;0;0;1;0;0;0;0;0;0
391;391;5;0;0;1;0;0;0;0;0;0
392;392;5;0;0;1;0;0;0;0;0;0
393;393;5;0;0;1;0;0;0;0;0;0
394;394;5;0;0;1;0;0;0;0;0;0
395;395;5;0;0;1;0;0;0;0;0;0
396;396;5;0;0;1;0;0;0;0;0;0
397;397;5;0;0;1;0;0;0;0;0;0
398;398;5;0;0;1;0;0;0;0;0;0
399;399;5;0;0;1;0;0;0;0;0;0
400;400;6;0;0;0;1;0;0;0;0;0
401;401;6;0;0;0;1;0;0;0;0;0
402;402;6;0;0;0;1;0;0;0;0;0
403;403;6;0;0;0;1;0;0;0;0;0
404;404;6;0;0;0;1;0;0;0;0;0
405;405;6;0;0;0;1;0;0;0;0;0
406;406;6;0;0;0;1;0;0;0;0;0
407;407;6;0;0;0;1;0;0;0;0;0
408;408;6;0;0;0;1;0;0;0;0;0
409;409;6;0;0;0;1;0;0;0;0;0
410;410;6;0;0;0;1;0;0;0;0;0
411;411;6;0;0;0;1;0;0;0;0;0
412;412;6;0;0;0;1;0;0;0;0;0
413;413;6;0;0;0;1;0;0;0;0;0
414;414;6;0;0;0;1;0;0;0;0;0
415;415;6;0;0;0;1;0;0;0;0;0
416;416;6;0;0;0;1;0;0;0;0;0
417;417;6;0;0;0;1;0;0;0;0;0
418;418;6;0;0;0;1;0;0;0;0;0
419;419;6;0;0;0;1;0;0;0;0;0
420;420;6;0;0;0;1;0;0;0;0;0
421;421;6;0;0;0;1;0;0;0;0;0
422;422;6;0;0;0;1;0;0;0;0;0
423;423;6;0;0;0;1;0;0;0;0;0
424;424;6;0;0;0;1;0;0;0;0;0
425;425;6;0;0;0;1;0;0;0;0;0
426;426;6;0;0;0;1;0;0;0;0;0
427;427;6;0;0;0;1;0;0;0;0;0
428;428;1;0;0;0;0;0;0;0;1;0
429;429;1;0;0;0;0;0;0;0;1;0
430;430;5;0;0;1;0;0;0;0;0;0
431;431;5;0;0;1;0;0;0;0;0;0
432;432;5;0;0;1;0;0;0;0;0;0
433;433;5;0;0;1;0;0;0;0;0;0
434;434;5;0;0;1;0;0;0;0;0;0
435;435;5;0;0;1;0;0;0;0;0;0
436;436;5;0;0;1;0;0;0;0;0;0
437;437;5;0;0;1;0;0;0;0;0;0
438;438;5;0;0;1;0;0;0;0;0;0
439;439;5;0;0;1;0;0;0;0;0;0
440;440;5;0;0;1;0;0;0;0;0;0
441;441;5;0;0;1;0;0;0;0;0;0
442;442;5;0;0;1;0;0;0;0;0;0
443;443;5;0;0;1;0;0;0;0;0;0
444;444;5;0;0;1;0;0;0;0;0;0
445;445;5;0;0;1;0;0;0;0;0;0
446;446;5;0;0;1;0;0;0;0;0;0
447;447;5;0;0;1;0;0;0;0;0;0
448;448;5;0;0;1;0;0;0;0;0;0
449;449;5;0;0;1;0;0;0;0;0;0
450;450;5;0;0;1;0;0;0;0;0;0
451;451;5;0;0;1;0;0;0;0;0;0
452;452;5;0;0;1;0;0;0;0;0;0
453;453;5;0;0;1;0;0;0;0;0;0
454;454;5;0;0;1;0;0;0;0;0;0
455;455;5;0;0;1;0;0;0;0;0;0
456;456;5;0;0;1;0;0;0;0;0;0
457;457;5;0;0;1;0;0;0;0;0;0
458;458;5;0;0;1;0;0;0;0;0;0
459;459;5;0;0;1;0;0;0;0;0;0
460;460;5;0;0;1;0;0;0;0;0;0
461;461;2;0;1;0;1;0;0;1;1;1
462;462;1;0;1;0;0;0;0;0;1;0
463;463;1;0;1;1;0;0;0;0;1;0
464;464;5;0;0;1;0;0;0;0;0;0
465;465;5;0;0;1;0;0;0;0;0;0
466;466;5;0;0;1;0;0;0;0;0;0
467;467;6;0;0;0;1;0;0;0;0;0
468;468;6;0;0;0;1;0;0;0;0;0
469;469;6;0;0;0;1;0;0;0;0;0
470;470;2;1;1;0;1;0;0;0;1;1
471;471;5;0;0;1;0;0;0;0;0;0
472;472;6;0;0;0;1;0;0;0;0;0
473;473;6;0;0;0;1;0;0;0;0;0
474;474;6;0;0;0;1;1;0;0;0;0
475;475;6;0;0;0;1;0;0;0;0;0
476;476;6;0;0;0;1;0;0;0;0;0
477;477;6;0;0;0;1;1;0;0;0;0
478;478;1;0;1;1;0;0;0;0;1;0
479;479;5;0;0;1;0;0;0;0;0;0
480;480;5;0;0;1;0;0;0;0;0;0
481;481;5;0;0;1;0;0;0;0;0;0
482;482;5;0;0;1;0;0;0;0;0;0
483;483;5;0;0;1;0;0;0;0;0;0
484;484;5;0;0;1;0;0;0;0;0;0
485;485;5;0;0;1;0;0;0;0;0;0
486;486;5;0;0;1;0;0;0;0;0;0
487;487;5;0;0;1;0;0;0;0;0;0
488;488;5;0;0;1;0;0;0;0;0;0
489;489;5;0;0;1;0;0;0;0;0;0
490;490;5;0;0;1;0;0;0;0;0;0
491;491;5;0;0;1;0;0;0;0;0;0
492;492;5;0;0;1;0;0;0;0;0;0
493;493;5;0;0;1;0;0;0;0;0;0
494;494;5;0;0;1;0;0;0;0;0;0
495;495;5;0;0;1;0;0;0;0;0;0
496;496;5;0;0;1;0;0;0;0;0;0
497;497;5;0;0;1;0;0;0;0;0;0
498;498;5;0;0;1;0;0;0;0;0;0
499;499;5;0;0;1;0;0;0;0;0;0
500;500;5;0;0;1;0;0;0;0;0;0
501;501;5;0;0;1;0;0;0;0;0;0
502;502;5;0;0;1;0;0;0;0;0;0
503;503;5;0;0;1;0;0;0;0;0;0
504;504;5;0;0;1;0;0;0;0;0;0
505;505;5;0;0;1;0;0;0;0;0;0
506;506;5;0;0;1;0;0;0;0;0;0
507;507;5;0;0;1;0;0;0;0;0;0
508;508;5;0;0;1;0;0;0;0;0;0
509;509;5;0;0;1;0;0;0;0;0;0
510;510;5;0;0;1;0;0;0;0;0;0
511;511;5;0;0;1;0;0;0;0;0;0
512;512;5;0;0;1;0;0;0;0;0;0
513;513;5;0;0;1;0;0;0;0;0;0
514;514;5;0;0;1;0;0;0;0;0;0
515;515;5;0;0;1;0;0;0;0;0;0
516;516;5;0;0;1;0;0;0;0;0;0
517;517;5;0;0;1;0;0;0;0;0;0
518;518;5;0;0;1;0;0;0;0;0;0
519;519;5;0;0;1;0;0;0;0;0;0
520;520;5;0;0;1;0;0;0;0;0;0
521;521;5;0;0;1;0;0;0;0;0;0
522;522;5;0;0;1;0;0;0;0;0;0
523;523;5;0;0;1;0;0;0;0;0;0
524;524;5;0;0;1;0;0;0;0;0;0
525;525;5;0;0;1;0;0;0;0;0;0
526;526;5;0;0;1;0;0;0;0;0;0
527;527;5;0;0;1;0;0;0;0;0;0
528;528;5;0;0;1;0;0;0;0;0;0
529;529;5;0;0;1;0;0;0;0;0;0
530;530;5;0;0;1;0;0;0;0;0;0
531;531;5;0;0;1;0;0;0;0;0;0
532;532;5;0;0;1;0;0;0;0;0;0
533;533;5;0;0;1;0;0;0;0;0;0
534;534;5;0;0;1;0;0;0;0;0;0
535;535;5;0;0;1;0;0;0;0;0;0
536;536;5;0;0;1;0;0;0;0;0;0
537;537;5;0;0;1;0;0;0;0;0;0
538;538;5;0;0;1;0;0;0;0;0;0
539;539;5;0;0;1;0;0;0;0;0;0
540;540;5;0;0;1;0;0;0;0;0;0
541;541;5;0;0;1;0;0;0;0;0;0
542;542;5;0;0;1;0;0;0;0;0;0
543;543;5;0;0;1;0;0;0;0;0;0
544;544;5;0;0;1;0;0;0;0;0;0
545;545;5;0;0;1;0;0;0;0;0;0
546;546;5;0;0;1;0;0;0;0;0;0
547;547;5;0;0;1;0;0;0;0;0;0
548;548;5;0;0;1;0;0;0;0;0;0
549;549;5;0;0;1;0;0;0;0;0;0
550;550;5;0;0;1;0;0;0;0;0;0
551;551;5;0;0;1;0;0;0;0;0;0
552;552;5;0;0;1;0;0;0;0;0;0
553;553;5;0;0;1;0;0;0;0;0;0
554;554;5;0;0;1;0;0;0;0;0;0
555;555;5;0;0;1;0;0;0;0;0;0
556;556;5;0;0;1;0;0;0;0;0;0
557;557;5;0;0;1;0;0;0;0;0;0
558;558;5;0;0;1;0;0;0;0;0;0
559;559;5;0;0;1;0;0;0;0;0;0
560;560;5;0;0;1;0;0;0;0;0;0
561;561;5;0;0;1;0;0;0;0;0;0
562;562;5;0;0;1;0;0;0;0;0;0
563;563;5;0;0;1;0;0;0;0;0;0
564;564;5;0;0;1;0;0;0;0;0;0
565;565;5;0;0;1;0;0;0;0;0;0
566;566;5;0;0;1;0;0;0;0;0;0
567;567;5;0;0;1;0;0;0;0;0;0
568;568;5;0;0;1;0;0;0;0;0;0
569;569;5;0;0;1;0;0;0;0;0;0
570;570;5;0;0;1;0;0;0;0;0;0
571;571;5;0;0;1;0;0;0;0;0;0
572;572;5;0;0;1;0;0;0;0;0;0
573;573;5;0;0;1;0;0;0;0;0;0
574;574;5;0;0;1;0;0;0;0;0;0
575;575;5;0;0;1;0;0;0;0;0;0
576;576;5;0;0;1;0;0;0;0;0;0
